id,price
0,6.8866264737690885
1,6.896725957528893
2,8.254038718557148
3,6.727059955143793
4,7.7354873630400975
5,8.523387918166824
6,6.426871205138999
7,8.44473820045342
8,7.810253137994456
9,7.551193404410375
10,7.211157268406246
11,7.24313181159482
12,8.395113772301919
13,6.240909919780355
14,6.7245162891918735
15,6.2323112704927075
16,7.822652594166717
17,8.339208392127963
18,9.35780707051136
19,6.443735407321489
20,7.7943665510852815
21,6.358346167302973
22,8.701782645462023
23,9.649075781145617
24,6.866148666589424
25,8.435727516450603
26,7.880446488894809
27,8.676374897180628
28,8.555973049691508
29,9.440853300771684
30,8.426661934939963
31,7.115431053040501
32,8.098018209089693
33,7.395619116492886
34,7.551606190793867
35,7.505010483753719
36,8.259057718478196
37,8.74195522568825
38,6.321328013597926
39,6.1094126780822835
40,6.613842301078192
41,8.019265731922095
42,6.336190014998541
43,8.420960984980317
44,7.3719209762590125
45,9.283787371629293
46,8.168865349442134
47,8.846656300841877
48,8.667340507311698
49,6.700503365523352
50,6.911941944562009
51,6.559965804398493
52,9.087714248642348
53,8.992236838719599
54,7.753824161183784
55,8.304681396509656
56,8.789476601811165
57,7.912164905034919
58,6.8651890976944605
59,8.454535812027265
60,8.394260893215138
61,9.428921988371677
62,6.981963084363447
63,8.346912385840275
64,8.60605977913709
65,6.7162624863591045
66,7.421330907419267
67,9.213933647980372
68,7.575677551526858
69,9.763427427011116
70,8.848984401072261
71,6.818763581790413
72,7.8127845585784685
73,6.453887668089767
74,9.292386623591387
75,8.935316516922134
76,7.630842821139046
77,6.442832988328595
78,9.323290942650964
79,7.451451385785638
80,9.289951952165573
81,8.323133806063273
82,7.107015312794963
83,8.772356879612934
84,8.395487657928149
85,7.5533822469697025
86,8.069142136844128
87,8.754041734752851
88,8.37910994331755
89,7.3531851606182945
90,7.196697558924731
91,8.895150222998742
92,8.522476278540031
93,7.3127252526814095
94,6.299388927182084
95,9.450206656861573
96,8.330173218744127
97,6.740625255018264
98,9.142301420114642
99,6.278539949328282
100,7.594363700364188
101,9.194833193499925
102,9.296182059431336
103,7.666447412117027
104,8.93269584142441
105,7.963258830759568
106,6.781532268597479
107,8.628420256278238
108,7.488359309402218
109,9.091736050581593
110,9.481313757042377
111,7.680771639938389
112,6.6955408070530975
113,6.211759268132559
114,8.896024210790891
115,6.925513402059228
116,8.014740644091393
117,7.318341121534841
118,6.119970359507155
119,8.45416568714605
120,7.551377026089447
121,8.92380019447963
122,8.811422745330125
123,6.81885385093104
124,7.0720580867693075
125,8.89777946182712
126,6.596602767487714
127,8.546487835319075
128,7.019346936533415
129,8.676695873683647
130,8.367424690219556
131,8.931534152766195
132,8.115184308696277
133,9.574954931110446
134,6.87376809042083
135,9.133538363588363
136,7.2476621182878125
137,8.806158063827944
138,6.808290209852734
139,6.0225336427611955
140,9.56243548831329
141,8.418915837180597
142,6.714824165011654
143,8.222229222215807
144,8.424939138242925
145,9.197324716279658
146,7.8095306907870485
147,6.747527886752456
148,7.5344881628278895
149,7.807143508730311
150,7.714921131123807
151,6.886899554734327
152,7.54389224958671
153,7.4626426680664695
154,8.008264121113276
155,7.261342515764133
156,9.445243366580561
157,8.391245415979162
158,6.571340699554262
159,8.094701238900956
160,7.726455485788981
161,8.428939056164117
162,8.943340035893833
163,7.127052595559312
164,6.5097722060910055
165,7.366446241600974
166,8.797494733714721
167,7.889070951252128
168,6.340325203788401
169,6.901113313651497
170,7.633047402434121
171,8.679127795885412
172,8.320270603458445
173,8.566247705047678
174,7.64817467995808
175,6.919792262798259
176,6.709458678504309
177,8.039388756545483
178,6.602370873548429
179,7.255179104133807
180,8.733592284822313
181,7.694346990626307
182,7.4076711605154255
183,7.339768695222935
184,6.989365775680048
185,6.284533816830921
186,9.283685032908712
187,7.825922216517389
188,7.218744413311375
189,6.646892992664182
190,6.002739345170162
191,6.619826558007011
192,7.183405459074852
193,6.864819119936234
194,7.065224262102275
195,8.38339714155463
196,8.583273763168924
197,8.151918602502347
