id,price
0,6.8675590458425795
1,6.907743618883145
2,8.256456205196876
3,6.723919533130824
4,7.733320158191372
5,8.516355588706697
6,6.398464926358202
7,8.466907430533306
8,7.80445818368606
9,7.568865954114822
10,7.211769856569503
11,7.217481334859791
12,8.401036045421442
13,6.259254716919261
14,6.723995154780915
15,6.233158439235344
16,7.794909643988372
17,8.343561390233969
18,9.345582515017595
19,6.523782120552345
20,7.744225719673662
21,6.338898851576715
22,8.696792699667933
23,9.668859555084966
24,6.866736561099633
25,8.429485291491051
26,7.887271476872122
27,8.671055262141207
28,8.545050795464856
29,9.412999091616364
30,8.420585540992239
31,7.120056287966062
32,8.101734611573171
33,7.390717407894668
34,7.5615487350818835
35,7.515509423903509
36,8.28760122547306
37,8.779517660613973
38,6.3162037628773495
39,6.07704934254934
40,6.645457874405254
41,8.036033257905862
42,6.339680625988982
43,8.4020632884419
44,7.3606832315989585
45,9.277288360196463
46,8.137021254659679
47,8.84981974773763
48,8.681026281396113
49,6.690285494519133
50,6.913129391422291
51,6.524320879884759
52,9.067126902540226
53,8.994948035368203
54,7.74800875821105
55,8.311861524562374
56,8.772647610625889
57,7.964955629170962
58,6.867128587364887
59,8.442511330986077
60,8.364041559194044
61,9.435248270114352
62,6.963406075873117
63,8.370606835024848
64,8.57149438993582
65,6.715162440769621
66,7.435717286601148
67,9.201740120393453
68,7.5738341265637015
69,9.761913240937393
70,8.852113244575305
71,6.781191540313134
72,7.803004351363423
73,6.449102346212957
74,9.27198440834159
75,8.966103654996203
76,7.654354768676707
77,6.421234586415819
78,9.32100843206044
79,7.4538367353349635
80,9.269846869344917
81,8.298636481816072
82,7.109483350337758
83,8.779220170944702
84,8.393419209770661
85,7.564438384691744
86,8.053556976017237
87,8.714201102351513
88,8.357140641538766
89,7.334307734896402
90,7.197511708470995
91,8.88630336283302
92,8.528873763434904
93,7.282640443972273
94,6.2892506290440355
95,9.451481506027193
96,8.328328779661495
97,6.756148432529378
98,9.102959671268255
99,6.258058319822314
100,7.641242942745959
101,9.233844572661033
102,9.289888981640182
103,7.66029504446525
104,8.917731715762342
105,7.965984344844826
106,6.8188342865475855
107,8.594752341772097
108,7.481845649795399
109,9.072903712071142
110,9.507360859148026
111,7.685910093534111
112,6.753853097072277
113,6.228222596507695
114,8.880586012036995
115,6.8755810583298
116,7.9547959528074
117,7.305117691861898
118,6.104751654816803
119,8.458922740420128
120,7.55600850057691
121,8.92880949737958
122,8.804469983243509
123,6.855054748467658
124,7.074440549120362
125,8.881564342452746
126,6.586467323341057
127,8.539729097808442
128,7.165083466895792
129,8.646144727410885
130,8.366043859067737
131,8.932118659659405
132,8.115412797550697
133,9.585984825901226
134,6.866887517087301
135,9.11568925359868
136,7.3039027861976775
137,8.822772073362119
138,6.872780933146492
139,6.039734697500214
140,9.549643890603264
141,8.41259507636612
142,6.725085256051749
143,8.183971386822874
144,8.429023422850781
145,9.215097010614512
146,7.7974916418237115
147,6.7393960512525615
148,7.5166170272269515
149,7.799801896131741
150,7.715445293493736
151,6.900524134718306
152,7.543833602106131
153,7.46932856328416
154,7.984009196358224
155,7.271802668115685
156,9.439809042713117
157,8.369588479922848
158,6.5623990181092
159,8.108201746057976
160,7.7275553340190255
161,8.415406739491438
162,8.898976815475967
163,7.1213473060808266
164,6.517748861720142
165,7.360609501318573
166,8.800030389553738
167,7.880771811000702
168,6.370476047396048
169,6.903139617538527
170,7.667236087665576
171,8.667308424556284
172,8.316707305586574
173,8.5818442861238
174,7.641044745847956
175,6.907687526847877
176,6.678140648973291
177,8.037127152008955
178,6.660878221064733
179,7.25802727394113
180,8.757930723178761
181,7.701506659846919
182,7.395736133940074
183,7.366006706293559
184,6.989618029037741
185,6.293239330695265
186,9.285234342879656
187,7.8374961433497825
188,7.2022444724540815
189,6.6676085223405765
190,5.9997688169341385
191,6.574846716252124
192,7.086092174031293
193,6.840530998829697
194,7.1084101911046496
195,8.405014000328762
196,8.593085380335701
197,8.141299838816987
198,7.181709329818255
199,6.601193648996224
200,6.641830875470622
201,8.702326109879007
202,5.859118922144504
203,6.5504775262679305
204,6.450442741600733
205,8.909173481858707
206,9.627528856696172
207,7.532840105995133
208,9.198509318037733
209,7.191420095462571
210,7.87803875969002
211,6.469775588883135
212,8.395037741549327
213,6.266994650445717
214,6.635833569060498
215,6.999625714916478
216,6.484570217330687
217,6.7954458573710514
218,9.320116937389717
219,8.449324344778683
220,6.764823357396637
221,9.288056370267196
222,7.725889561864082
223,6.583198858694741
224,9.088903222238141
225,8.38030065001279
226,8.65172399488335
227,8.375335674518182
228,8.450563432692844
229,8.429084370735438
230,9.212204613196825
231,7.540208695377859
232,7.813499373131528
233,8.054225541343163
234,7.108825428293246
235,7.589262096512232
236,6.73289516565842
237,6.7396273680644265
238,6.2719741465219565
239,8.437861818850187
240,7.894852372675997
241,6.545703802990063
242,9.514360864588593
243,8.120807003865284
244,7.547373567660648
245,7.410143353667547
246,6.641126450893254
247,7.088436574450609
248,7.997776033921121
249,7.2805210919008605
250,8.408743179894653
251,8.170386454970473
252,6.773186634970742
253,8.789344044810814
254,9.683631312341275
255,7.717923678716781
256,7.568958151162874
257,8.18676085329582
258,7.899797577824553
259,7.2527113919566055
260,8.608199243957408
261,6.059092892926822
262,8.261333651514503
263,7.646035333498948
264,6.725113409234616
265,9.539821634155658
266,6.542841983695995
267,6.624375331102585
268,6.34123345587328
269,9.102963017381127
270,8.626412412602903
271,6.172642939537472
272,7.444508607393197
273,8.045523265228683
274,6.158226388132036
275,9.019711197600511
276,8.357457024887793
277,8.536747069015519
278,7.797501334345277
279,9.248772659494737
280,8.446428672245704
281,8.83925361016336
282,7.815606437238459
283,6.755585577063557
284,8.925552720294194
285,8.464312689732026
286,7.447729898511472
287,8.601609283999933
288,6.351713246440883
289,6.081030388891944
290,9.113054075203328
291,8.43698519783359
292,8.084070086937523
293,8.92829683497014
294,8.09052607174633
295,7.480811168217055
296,7.451553585386053
297,8.688239025014992
298,9.178389042302069
299,9.225156753095089
300,8.672858480272424
301,8.760095343152111
302,6.0111236467098434
303,6.776370577744019
304,7.853592641494008
305,9.647199667691003
306,7.023632675605374
307,9.498308258012306
308,7.774972541851348
309,6.7131596999345575
310,8.666771486085729
311,7.563049879826617
312,6.6091282514210095
313,7.746077244058772
314,9.393298991625695
315,6.227334058306923
316,6.151487989979872
317,8.633693352833513
318,6.415415856108647
319,8.408631725312803
320,8.74993510145403
321,7.829881220571266
322,8.864932872337418
323,7.046866115167438
324,7.312926855738076
325,8.79125977909255
326,8.366752800087108
327,7.326134941117952
328,7.843739845857187
329,9.234889973524183
330,8.451392782277987
331,6.740089055989702
332,8.871735494564168
333,6.100532957981111
334,9.720942804807043
335,6.070838845643643
336,6.4067174760430445
337,7.766397929568603
338,8.302953305937537
339,9.192633565682202
340,7.07977836292912
341,6.525241048961672
342,7.237820730206313
343,8.25824437003819
344,9.664059671431213
345,6.54437928813908
346,6.018367292917291
347,7.315328606098102
348,6.575599110521476
349,6.450444289098452
350,6.141067976977823
351,9.65075516405933
352,7.225730250585964
353,6.8184930002168835
354,7.2433115981337
355,8.234157276845307
356,6.201544811864793
357,7.052430826684276
358,6.1599527240193135
359,6.642084094056625
360,8.278356439176356
361,8.33607088901112
362,6.554115360299639
363,6.4135701197467725
364,6.9525340118277335
365,8.618211430680349
366,9.687856731524095
367,8.380528997666309
368,7.851635031532665
369,7.740884428386789
370,9.318686460731543
371,8.819984859955426
372,8.575173584710399
373,7.255287835428537
374,7.542417703211898
375,8.085043632002469
376,6.631466348133634
377,8.647498129415935
378,7.784590532329731
379,6.87631704229406
380,9.698606689913804
381,8.276345101325226
382,8.560950647315261
383,6.8039769707068425
384,7.327639865220973
385,6.890957844840165
386,6.608735211286521
387,7.898157213972813
388,8.58208519425494
389,8.525299527823968
390,8.644395441789536
391,6.747899293737122
392,8.579204541474683
393,8.704070025169178
394,9.153392811180854
395,8.891924076862129
396,9.660351324747275
397,6.759704749010824
398,9.099550018932453
399,7.677781021243912
400,7.602654188373945
401,9.16692139867962
402,6.785441711245534
403,7.855144438543032
404,8.382748196533433
405,8.169963620478688
406,9.471354122733178
407,9.696605810477386
408,7.2259981027664475
409,6.701664788490169
410,9.648225854386972
411,9.683460161286025
412,8.108294957354182
413,8.73764758993635
414,7.657588578896552
415,8.337162573563749
416,8.619433608604902
417,8.097306293569678
418,8.425006132209942
419,8.606402080621379
420,9.210305243537244
421,7.813142129265343
422,6.582198550463484
423,6.2159942766454686
424,6.3842415404182695
425,9.679165457281485
426,9.31457580819059
427,9.586847373383387
428,6.664487809379183
429,7.837415547777639
430,6.64027614400865
431,7.605423737994717
432,8.543407522141576
433,9.239900331598387
434,8.846177086806184
435,6.734536030656963
436,6.660665906408702
437,6.957153584811922
438,6.678203670842496
439,7.015137587642068
440,7.608799325066768
441,7.536865882246529
442,8.875274847631461
443,9.240595715307247
444,8.91368252226505
445,6.41198444571763
446,6.503822712812705
447,6.936716257108233
448,7.422678549950375
449,6.093112480535112
450,7.288370225425103
451,6.741480793250003
452,8.811442395348443
453,6.8404050888031165
454,5.928265730839188
455,8.447904062820456
456,6.745411134122782
457,8.622214849413627
