id,price
0,6.669321305713852
1,6.896241843353671
2,8.276139729929534
3,6.836579251005709
4,7.52893300518011
5,8.473801380912068
6,6.515230665529355
7,8.468432566428783
8,7.863358360993833
9,7.439481678965727
10,7.085887060342509
11,7.109338038572928
12,8.317333789909929
13,6.239778212155414
14,6.717543364045826
15,6.292221542399149
16,7.867108696726177
17,8.43468485575381
18,9.125566809456098
19,6.610330163670905
20,7.863859549777863
21,6.3188116764304905
22,8.717907690509342
23,9.62260021070235
24,6.760518538861348
25,8.385136851587855
26,8.025767278234188
27,8.629583936194782
28,8.554027968002321
29,9.408581791857639
30,8.305829485186505
31,7.202802193616153
32,8.028015952690609
33,7.401174707516187
34,7.533874718962182
35,7.478428371712077
36,8.072022500050844
37,8.812837364015065
38,6.4568932245370885
39,6.220248546241763
40,7.062360666003466
41,8.332578437168275
42,6.3326504057932365
43,8.406724948340635
44,7.301224123679678
45,9.267075266065804
46,8.278494836126177
47,8.765249646524662
48,8.71037864291461
49,6.717635759633527
50,6.878734302387829
51,6.429321611657331
52,8.979334590148135
53,9.07728241507656
54,7.761692592362857
55,8.386297232215412
56,8.892286133510531
57,8.16351605604258
58,6.7503082926112326
59,8.388354803264956
60,8.482719893404042
61,9.45070419611631
62,7.034816808842112
63,8.415216134973937
64,8.27727840861046
65,6.677075820624743
66,7.360027662884448
67,9.137521649630791
68,7.4715379312569254
69,9.64007078797287
70,8.817225870259273
71,6.652830320092276
72,7.882675925077666
73,6.6792476533065575
74,9.139353131662057
75,8.860598420363564
76,7.78641478342521
77,6.43700181095142
78,9.245430630233956
79,7.433294563388763
80,9.138392352970861
81,8.330691807472677
82,7.218171269796351
83,8.750827298259638
84,8.40535115000346
85,7.516371975004166
86,8.038974425178226
87,8.723180572264788
88,8.40763806678974
89,7.1705801949871075
90,7.22141850872629
91,8.758563069928096
92,8.59316855933803
93,7.360438514050763
94,6.264872087560114
95,9.469349510316016
96,8.42075114841978
97,6.721828116731742
98,9.156058988893124
99,6.323810397009105
100,7.674684813300975
101,9.204176575616923
102,8.95309273912718
103,7.440562351910029
104,8.881712067791437
105,7.978740292916818
106,6.732577375069744
107,8.586215123908286
108,7.568755380972007
109,9.062609269964847
110,9.450306943735432
111,7.6596994682776804
112,6.591461128193513
113,6.116673196263312
114,8.760375763571231
115,6.839594831269151
116,7.966256813338838
117,7.352738447907434
118,6.107659856980452
119,8.504069703818244
120,7.565532284287544
121,8.864707319728705
122,8.78693504500846
123,6.7521373982883315
124,7.195395285473144
125,9.040426103561694
126,6.533745388356353
127,8.612182010302156
128,7.03821236143179
