id,price
27808,9.026851
32003,6.566649
40227,9.194594
29136,7.6315365
28400,8.079476
15367,6.789119
31686,6.3134284
5344,6.7775064
922,7.604437
15024,9.36196
9383,6.2730007
24051,6.392706
39910,6.700038
26512,7.596159
35197,8.339226
11820,6.0185266
16549,6.9932065
19704,7.933067
18654,7.2588277
10358,6.8331795
20078,7.489687
27659,8.778351
38378,8.8196
15538,6.562517
22521,6.330039
25948,6.3516235
30617,7.0707912
7727,7.6096406
24779,9.255595
36266,8.254928
6450,8.918885
24127,7.54053
4765,8.270334
21481,7.3627744
28060,6.4489293
17933,8.641399
20960,9.079126
13833,7.0129595
9281,6.532585
12878,8.784654
4556,8.329485
29301,9.010842
14899,9.551999
8542,6.5399084
11868,7.573083
31961,6.8214755
35164,9.48562
32991,6.3811817
1839,7.342526
35773,7.244256
12361,6.250036
39036,6.235732
28087,6.8864655
22711,6.307231
3591,8.809606
18422,8.706494
31271,8.802036
39073,8.694215
9916,7.4526057
20097,8.305325
1978,6.3002133
31554,8.646254
24970,8.407191
5155,7.4718266
14966,7.8845143
12333,6.889954
18078,7.9416175
13289,7.8305907
18218,8.7540245
15852,6.1947093
33705,9.391968
33131,7.2946568
22777,7.5807457
9800,7.560337
17540,6.7100277
13990,6.5424247
37174,8.557787
36095,8.039115
16288,7.543738
36143,7.2683563
37472,7.8016872
16993,7.106742
4657,8.240559
25410,9.67416
1735,7.4467387
13067,7.1617064
12040,8.444895
25865,8.194389
34077,7.6386776
21990,7.6999106
29349,7.1537576
24525,8.353657
16583,7.451491
32509,9.675719
8836,9.622547
1562,8.245963
2021,8.29789
26438,6.8517756
4206,9.692915
25389,9.613227
27305,8.339868
35385,6.371929
22835,7.075312
37873,8.214098
28233,6.83683
30164,7.3320804
25452,6.9243255
39983,6.999618
15280,9.471292
884,8.759412
11384,7.6450295
23666,6.6499505
9469,6.9554424
28641,9.606406
2702,8.461093
7956,9.02448
14531,8.95688
25031,8.236409
27233,6.7555523
4014,8.468378
24143,6.6455054
40045,7.649767
9863,6.1654673
24047,9.50308
32623,7.033414
10953,7.262319
32504,6.660379
7354,7.9348702
14465,6.643942
27167,6.302807
22790,7.6119766
5596,6.279742
327,6.1114483
27293,8.3556
14588,6.9641285
37569,6.4316278
6186,8.863286
26824,9.006349
23082,6.273286
18377,8.8915825
38690,7.7242436
80,6.848128
